"","stA","MLST","frequency"
"944269","35F","11342",1
"944380","48","11344",1
"944458","35C","11345",1
"944514","18A","11346",1
"944611","18C","11347",1
"944683","10B","11348",1
"944831","33B","11350",1
"944945","44","11351",1
"945047","6A","11352",1
"945129","4","11353",1
"945196","23F","11354",1
"945265","13","11355",1
"945368","17F","11356",1
"945505","36","11357",1
"945600","36","11358",1
"945646","14","11382",1
"945805","48","11383",1
"945861","23F","11384",1
"945975","34","11385",1
"946099","7B/C","11386",1
"946133","19A","11387",1
"946224","18A","11388",1
"946378","6B","11390",1
"946459","4","11391",1
"946529","24F","11392",1
"946608","19A","11393",1
"946740","36","11394",1
"946798","19A","11395",1
"946896","19F","11396",1
"947043","6B","11419",1
"947137","6A","11420",1
"947232","6A","11421",1
"947327","6A","11422",1
"947423","6B","11423",1
"947518","6B","11424",1
"947614","6C/D","11425",1
"947707","6A","11426",1
"947802","6A","11427",1
"947897","6A","11428",1
"947941","19F","11429",1
"948011","11A","11430",1
"948184","6C/D","11431",1
"948247","31","11432",1
"948352","35B","11433",1
"948445","34","11434",1
"948519","23A","11435",1
"948627","31","11436",1
"948675","10F","11437",1
"948801","21","11438",1
"948898","22F","11439",1
"949017","35B","11440",1
"949132","6A","11442",1
"949185","23B","11443",1
"949257","15A","11444",1
"949399","35F","11445",1
"949512","6A","11446",1
"949608","6B","11447",1
"949680","34","11448",1
"949805","7F","11449",1
"949872","35B","11450",1
"949957","31","11451",1
"950060","34","11452",1
"950143","28A","11453",1
"950241","3","11454",1
"950354","4","11455",1
"950462","6A","11456",1
"950558","6B","11457",1
"950653","6B","11458",1
"950747","6A","11459",1
"950843","6B","11460",1
"950938","6B","11461",1
"951033","6B","11462",1
"951128","6B","11463",1
"951222","6A","11464",1
"951318","6B","11465",1
"951413","6B","11466",1
"951443","15B/C","11469",1
"951582","35B","11470",1
"951654","23A","11471",1
"951774","35F","11472",1
"951889","6C/D","11473",1
"951940","23B","11474",1
"952011","14","11483",1
"952118","19A","11484",1
"952213","19A","11485",1
"952308","19A","11486",1
"952459","6C/D","11495",1
"952554","6C/D","11496",1
"952649","6C/D","11497",1
"952742","6A","11498",1
"952837","6A","11499",1
"952932","6A","11500",1
"952960","13","11501",1
"953122","6A","11502",1
"953153","15B/C","11503",1
"953295","36","11504",1
"953408","6B","11505",1
"953504","6C/D","11506",1
"953599","6C/D","11507",1
"953671","35A","11508",1
"953769","35F","11510",1
"953862","35B","11511",1
"953897","10A","11513",1
"954026","21","11532",1
"954106","16F","11533",1
"954203","17F","11534",1
"954299","18A","11535",1
"954393","17F","11536",1
"954548","6B","11537",1
"954622","35B","11538",1
"954657","10A","11539",1
"954791","23F","11540",1
"954928","6B","11541",1
"954945","10F","11542",1
"955095","34","11546",1
"955161","19F","11547",1
"955309","6C/D","11548",1
"955359","23A","11549",1
"955421","11A","11550",1
"955516","11A","11551",1
"955607","10A","11552",1
"955764","35F","11553",1
"955879","6C/D","11554",1
"955892","10A","11555",1
"956003","15B/C","11556",1
"956118","22F","11557",1
"956213","22F","11558",1
"956308","22F","11559",1
"956417","31","11560",1
"956481","16F","11561",1
"956582","18F","11562",1
"956702","31","11563",1
"956784","23A","11564",1
"956846","11A","11565",1
"957019","6C/D","11566",1
"957114","6C/D","11567",1
"957163","22F","11568",1
"957241","16F","11569",1
"957330","13","11570",1
"957427","15A","11571",1
"957522","15A","11572",1
"957660","34","11573",1
"957754","33F","11574",1
"957796","11A","11575",1
"957902","15A","11576",1
"958008","19A","11577",1
"958092","15A","11578",1
"958230","34","11579",1
"958288","17F","11580",1
"958381","16F","11581",1
"958539","6C/D","11582",1
"958645","9V","11583",1
"958707","35B","11584",1
"958779","23A","11585",1
"958875","23B","11586",1
"958970","23B","11587",1
"959076","3","11588",1
"959160","23B","11589",1
"959298","6B","11590",1
"959399","7B/C","11591",1
"959489","6C/D","11592",1
"959551","3","11593",1
"959689","9N","11594",1
"959704","12F","11595",1
"959874","7B/C","11596",1
"959969","7B/C","11598",1
"960026","3","11599",1
"960164","9N","11600",1
"960213","28A","11601",1
"960291","19F","11602",1
"960417","35B","11603",1
"960512","35B","11604",1
"960609","35F","11605",1
"960702","35B","11606",1
"960819","6C/D","11607",1
"960836","11A","11608",1
"961010","6E","11609",1
"961102","6A","11610",1
"961175","34","11611",1
"961216","11A","11612",1
"961400","9V","11613",1
"961402","10A","11615",1
"961526","19F","11616",1
"961618","19A","11617",1
"961729","24F","11618",1
"961831","3","11629",1
"961966","8","11630",1
"961972","10A","11631",1
"962105","23B","11632",1
"962176","14","11634",1
"962283","19A","11635",1
"962381","19F","11638",1
"962476","19F","11639",1
"962571","19F","11640",1
"962666","19F","11641",1
"962761","19F","11642",1
"962856","19F","11643",1
"962922","10A","11644",1
"963041","18C","11645",1
"963192","6A","11646",1
"963287","6A","11647",1
"963316","14","11648",1
"963411","14","11649",1
"963506","14","11650",1
"963680","9V","11651",1
"963696","14","11652",1
"963841","37","11653",1
"963965","9V","11654",1
"964006","23F","11655",1
"964101","23F","11656",1
"964196","23F","11657",1
"964276","18C","11658",1
"964427","6A","11659",1
"964445","10F","11660",1
"964553","15B/C","11661",1
"964699","4","11662",1
"964766","23F","11663",1
"964902","6A","11664",1
"964983","39","11665",1
"965028","15B/C","11666",1
"965121","14","11667",1
"965295","9V","11668",1
"965357","35B","11669",1
"965450","34","11670",1
"965545","34","11671",1
"965649","4","11672",1
"965693","15B/C","11673",1
"965786","14","11675",1
"965905","23B","11676",1
"965988","19A","11677",1
"966083","19A","11678",1
"966178","19A","11679",1
"966340","9V","11680",1
"966371","19F","11681",1
"966529","9N","11683",1
"966580","29","11684",1
"966676","3","11686",1
"966736","14","11687",1
"966855","23B","11688",1
"966993","6B","11689",1
"967007","10A","11690",1
"967128","19A","11691",1
"967228","2","11692",1
"967373","6B","11693",1
"967426","23F","11694",1
"967562","6A","11695",1
"967606","19F","11696",1
"967688","15B/C","11697",1
"967791","18C","11698",1
"967942","6A","11700",1
"968015","34","11701",1
"968068","15B/C","11702",1
"968227","6A","11704",1
"968269","19B","11706",1
"968364","19B","11707",1
"968453","17F","11708",1
"968608","6B","11709",1
"968635","13","11710",1
"968730","13","11711",1
"968825","13","11712",1
"968994","7B/C","11713",1
"969028","19A","11714",1
"969123","19A","11715",1
"969252","35B","11716",1
"969347","35B","11717",1
"969421","23F","11718",1
"969558","6B","11719",1
"969585","13","11720",1
"969727","35B","11721",1
"969778","15B/C","11722",1
"969876","16F","11723",1
"969967","15A","11725",1
"970062","15A","11726",1
"970137","9A","11726",1
"970157","15A","11727",1
"970325","7F","11728",1
"970366","21","11730",1
"970442","15A","11732",1
"970537","15A","11733",1
"970684","4","11734",1
"970746","21","11735",1
"970806","1","11736",1
"970923","17F","11737",1
"971018","17F","11738",1
"971151","35A","11739",1
"971186","1","11740",1
"971370","7F","11741",1
"971464","7B/C","11742",1
"971471","1","11743",1
"971588","17F","11744",1
"971661","1","11745",1
"971815","34","11746",1
"971881","19F","11747",1
"971961","14","11748",1
"972056","14","11749",1
"972150","13","11750",1
"972313","6B","11751",1
"972366","23F","11752",1
"972503","6B","11753",1
"972582","38","11754",1
"972625","13","11757",1
"972800","9V","11758",1
"972883","6B","11759",1
"972931","21","11760",1
"972992","10A","11761",1
"973168","6B","11762",1
"973198","15B/C","11763",1
"973306","19F","11764",1
"973410","23B","11765",1
"973482","15A","11766",1
"973574","12F","11767",1
"973669","12F","11768",1
"973840","7F","11769",1
"973866","16F","11770",1
"973961","16F","11771",1
"974056","16F","11772",1
"974166","21","11773",1
"974261","21","11774",1
"974335","13","11776",1
"974418","10B","11777",1
"974605","9V","11778",1
"974606","1","11779",1
"974712","12A","11780",1
"974798","10B","11781",1
"974918","19A","11782",1
"975001","14","11783",1
"975163","6B","11784",1
"975257","6A","11785",1
"975353","6B","11786",1
"975448","6B","11787",1
"975491","19F","11788",1
"975572","15A","11789",1
"975668","15B/C","11790",1
"975678","19A","11790",1
"975762","15A","11791",1
"975763","15B/C","11791",1
"975923","6B","11792",1
"976019","6C/D","11793",1
"976053","17F","11794",1
"976209","6C/D","11795",1
"976222","10A","11803",1
"976353","22F","11804",1
"976416","11A","11805",1
"976569","35F","11806",1
"976623","17F","11807",1
"976754","33F","11808",1
"976828","22F","11809",1
"976979","9N","11810",1
"977064","6C/D","11811",1
"977114","23A","11812",1
"977259","7B/C","11813",1
"977316","3","11814",1
"977449","7B/C","11815",1
"977495","23B","11816",1
"977634","6C/D","11817",1
"977707","35B","11818",1
"977771","19F","11819",1
"977873","22F","11820",1
"977969","23A","11821",1
"978040","13","11822",1
"978180","34","11823",1
"978241","18C","11825",1
"978326","14","11826",1
"978420","13","11827",1
"978529","19B","11828",1
"978684","7B/C","11829",1
"978695","10F","11830",1
"978833","28A","11831",1
"978885","10F","11832",1
"978991","14","11833",1
"979117","27","11834",1
"979246","5","11835",1
"979341","5","11836",1
"979436","5","11837",1
"979490","23B","11838",1
"979585","23B","11840",1
"979658","15B/C","11841",1
"979737","10A","11845",1
"979861","19F","11846",1
"979989","35F","11847",1
"980058","22F","11848",1
"980136","16F","11849",1
"980248","22F","11850",1
"980322","15A","11851",1
"980418","15B/C","11852",1
"980512","15A","11853",1
"980652","35B","11854",1
"980702","15A","11855",1
"980839","33F","11856",1
"980935","34","11857",1
"981009","23A","11858",1
"981104","23A","11859",1
"981199","23A","11860",1
"981273","15B/C","11861",1
"981389","23A","11862",1
"981507","35B","11863",1
"981602","35B","11864",1
"981697","35B","11865",1
"981792","35B","11866",1
"981865","23B","11867",1
"981960","23B","11868",1
"982055","23B","11869",1
"982172","35B","11870",1
"982243","22F","11880",1
"982389","7B/C","11890",1
"982477","6A","11892",1
"982526","21","11893",1
"982624","23A","11894",1
"982703","17F","11895",1
"982803","19A","11896",1
"982962","9A","11897",1
"982993","19A","11899",1
"983083","17F","11900",1
"983245","7F","11901",1
"983256","11A","11902",1
"983373","19A","11904",1
"983446","11A","11905",1
"983568","2","11906",1
"983670","23B","11907",1
"983746","16F","11908",1
"983880","34","11909",1
"983930","13","11910",1
"984105","9V","11911",1
"984157","31","11912",1
"984243","24B","11913",1
"984378","6B","11914",1
"984480","7F","11915",1
"984506","16F","11916",1
"984606","18C","11917",1
"984757","6A","11918",1
"984772","10A","11919",1
"984883","15B/C","11920",1
"985055","9V","11921",1
"985078","17F","11922",1
"985166","14","11923",1
"985309","35F","11924",1
"985357","15A","11925",1
"985496","35A","11930",1
"985558","19A","11933",1
"985653","19A","11934",1
"985748","19A","11935",1
"985843","19A","11936",1
"985938","19A","11941",1
"986041","21","11959",1
"986131","19F","11977",1
"986257","35B","11980",1
"986352","35B","11981",1
"986436","3","11997",1
"986562","6A","11998",1
"986666","8","11999",1
"986687","15A","12000",1
"986796","19F","12001",1
"986911","3","12002",1
"986969","12F","12003",1
"987112","35B","12004",1
"987196","3","12005",1
"987261","16F","12006",1
"987337","10A","12007",1
"987470","23B","12008",1
"987565","23B","12009",1
"987714","9N","12010",1
"987736","16F","12011",1
"987838","19A","12012",1
"987910","10F","12013",1
"988066","37","12014",1
"988123","19A","12015",1
"988231","23F","12016",1
"988303","15B/C","12017",1
"988401","16F","12018",1
"988492","15A","12019",1
"988593","17F","12020",1
"988703","22F","12021",1
"988819","33F","12022",1
"988919","35F","12023",1
"988968","15B/C","12024",1
"989085","23B","12025",1
"989231","8","12026",1
"989256","16F","12027",1
"989370","23B","12028",1
"989509","6C/D","12029",1
"989614","9N","12030",1
"989699","6C/D","12031",1
"989769","33F","12032",1
"989872","38","12033",1
"989994","9N","12034",1
"990016","16F","12035",1
"990174","6C/D","12036",1
"990223","22F","12037",1
"990308","19A","12038",1
"990435","34","12039",1
"990536","37","12040",1
"990649","6C/D","12041",1
"990677","15A","12042",1
"990757","10A","12043",1
"990933","6B","12044",1
"990947","10A","12051",1
"991102","35B","12065",1
"991175","23B","12066",1
"991251","16F","12067",1
"991387","35B","12068",1
"991441","16F","12069",1
"991566","3","12070",1
"991646","21","12079",1
"991789","6C/D","12080",1
"991884","6C/D","12081",1
"991979","6C/D","12082",1
"992008","15B/C","12083",1
"992102","15A","12116",1
"992198","15B/C","12117",1
"992315","23B","12118",1
"992376","11A","12119",1
"992505","23B","12120",1
"992651","8","12156",1
"992693","22F","12158",1
"992764","12F","12218",1
"992936","8","12219",1
"993002","35B","12223",1
"993090","33A","12260",1
"993223","9L","12325",1
"993277","31","12335",1
"993333","12B","12342",1
"993508","9L","12346",1
"993579","4","12396",1
"993644","23A","12423",1
"993738","22F","12424",1
"993818","17F","12427",1
"993921","19F","12433",1
"994013","19A","12434",1
"994163","6B","12435",1
"994177","10A","12436",1
"994286","14","12437",1
"994383","15B/C","12438",1
"994501","23F","12439",1
"994571","14","12440",1
"994681","19F","12441",1
"994785","23B","12442",1
"994871","19F","12443",1
"994966","19F","12444",1
"995069","23A","12445",1
"995187","35B","12446",1
"995302","6A","12447",1
"995366","3","12449",1
"995441","19F","12451",1
"995565","34","12452",1
"995682","6A","12453",1
"995778","6B","12454",1
"995852","35B","12455",1
"995947","35B","12456",1
"996040","34","12457",1
"996157","6A","12459",1
"996201","19F","12460",1
"996282","15A","12461",1
"996412","31","12462",1
"996496","23F","12464",1
"996610","34","12466",1
"996650","10F","12490",1
"996822","6A","12493",1
"996823","6B","12493",1
"996874","23A","12511",1
"996932","10A","12515",1
"997042","15A","12518",1
"997141","16F","12519",1
"997231","14","12618",1
"997326","14","12619",1
"997421","14","12620",1
"997516","14","12621",1
"997611","14","12622",1
"997706","14","12623",1
"997801","14","12624",1
"997896","14","12625",1
"997991","14","12626",1
"998086","14","12627",1
"998181","14","12629",1
"998344","6C/D","12630",1
"998439","6C/D","12631",1
"998534","6C/D","12632",1
"998629","6C/D","12633",1
"998724","6C/D","12634",1
"998819","6C/D","12635",1
"998914","6C/D","12636",1
"999009","6C/D","12637",1
"999104","6C/D","12638",1
"999198","6B","12693",1
"999272","35B","12694",1
"999306","1","12695",1
"999469","4","12696",1
"999528","2","12697",1
"999606","14","12698",1
"999768","6B","12808",1
"999811","19F","12822",1
"999966","8","12823",1
"999996","18C","12824",1
"1000096","19F","12825",1
"1000199","23A","12826",1
"1000271","14","12830",1
"1000353","10B","12833",1
"1000461","14","12834",1
"1000566","18C","12844",1
"1000686","3","12853",1
"1000792","35B","12854",1
"1000830","10F","12855",1
"1000948","19A","12856",1
"1001074","33F","12857",1
"1001127","15A","12858",1
"1001269","35F","12859",1
"1001317","15A","12860",1
"1001413","15B/C","12861",1
"1001530","23B","12862",1
"1001625","23B","12863",1
"1001718","22F","12864",1
"1001806","19F","12865",1
"1001888","15B/C","12866",1
"1001982","15A","12867",1
"1002111","3","12869",1
"1002245","7F","12870",1
"1002339","7B/C","12871",1
"1002405","34","12872",1
"1002529","7B/C","12873",1
"1002619","6C/D","12874",1
"1002690","34","12875",1
"1002753","19A","12876",1
"1002859","23A","12877",1
"1002936","16F","12878",1
"1003094","6C/D","12879",1
"1003143","22F","12880",1
"1003223","17F","12881",1
"1003379","6C/D","12882",1
"1003452","35B","12883",1
"1003525","23B","12884",1
"1003642","35B","12885",1
"1003715","23B","12886",1
"1003798","19A","12888",1
"1003893","19A","12889",1
"1003988","19A","12890",1
"1004083","19A","12891",1
"1004178","19A","12892",1
"1004273","19A","12893",1
"1004368","19A","12894",1
"1004463","19A","12895",1
"1004558","19A","12896",1
"1004653","19A","12897",1
"1004748","19A","12898",1
"1004843","19A","12899",1
"1004938","19A","12900",1
"1005067","35B","12921",1
"1005162","35B","12922",1
"1005226","19F","12927",1
"1005331","23F","12928",1
"1005426","23F","12929",1
"1005496","14","12930",1
"1005591","14","12931",1
"1005684","12F","12941",1
"1005856","8","12942",1
"1005896","21","12943",1
"1006038","6B","12945",1
"1006065","13","12946",1
"1006227","6A","12947",1
"1006322","6A","12948",1
"1006353","15B/C","12949",1
"1006481","3","12950",1
"1006607","6A","12953",1
"1006621","1","12957",1
"1006746","19F","12964",1
"1006841","19F","12965",1
"1006967","35B","12967",1
"1007062","35B","12968",1
"1007157","35B","12969",1
"1007252","35B","12970",1
"1007347","35B","12971",1
"1007442","35B","12972",1
"1007559","6C/D","12973",1
"1007652","6A","12974",1
"1007747","6A","12975",1
"1007843","6B","12976",1
"1007938","6B","12977",1
"1008032","6A","12978",1
"1008129","6C/D","12979",1
"1008223","6B","12980",1
"1008266","19F","12986",1
"1008370","23B","12987",1
"1008443","15B/C","12988",1
"1008614","9N","12989",1
"1008666","3","12990",1
"1008770","34","12991",1
"1008823","15B/C","12992",1
"1008964","35F","12993",1
"1009089","9N","12994",1
"1009096","11A","12995",1
"1009213","19A","12996",1
"1009374","9N","12997",1
"1009415","23B","12998",1
"1009491","16F","12999",1
"1009606","23F","13000",1
"1009675","13","13001",1
"1009849","9N","13002",1
"1009868","15B/C","13003",1
"1009959","12F","13004",1
"1010054","12F","13005",1
"1010216","5","13006",1
"1010294","35F","13007",1
"1010331","11A","13008",1
"1010451","19F","13009",1
"1010538","17F","13010",1
"1010702","9A","13011",1
"1010719","12F","13012",1
"1010862","35B","13013",1
"1010926","19F","13014",1
"1011052","35B","13015",1
"1011103","15B/C","13016",1
"1011197","15A","13017",1
"1011306","19F","13018",1
"1011438","39","13020",1
"1011549","6C/D","13021",1
"1011629","4","13022",1
"1011672","15A","13023",1
"1011781","19F","13044",1
"1011896","3","13045",1
"1012023","6B","13046",1
"1012063","19A","13047",1
"1012213","6B","13048",1
"1012309","6C/D","13049",1
"1012337","15A","13050",1
"1012432","15A","13051",1
"1012572","35B","13053",1
"1012646","23F","13054",1
"1012716","14","13055",1
"1012811","14","13056",1
"1012973","6B","13057",1
"1013016","19F","13058",1
"1013121","23F","13070",1
"1013179","10C","13071",1
"1013301","19F","13072",1
"1013391","18C","13073",1
"1013465","10F","13074",1
"1013596","23F","13075",1
"1013662","12A","13076",1
"1013757","12A","13077",1
"1013923","6B","13078",1
"1014017","6A","13079",1
"1014058","19A","13083",1
"1014178","32A","13084",1
"1014302","6A","13085",1
"1014397","6A","13086",1
"1014450","23B","13087",1
"1014587","6A","13088",1
"1014640","23B","13089",1
"1014726","19F","13090",1
"1014873","6B","13091",1
"1014925","23B","13092",1
"1015011","19F","13093",1
"1015106","19F","13094",1
"1015201","19F","13095",1
"1015293","19A","13096",1
"1015388","19A","13097",1
"1015483","19A","13098",1
"1015632","6A","13123",1
"1015666","16F","13124",1
"1015781","23F","13126",1
"1015851","14","13127",1
"1015968","22F","13129",1
"1016031","11A","13130",1
"1016164","24F","13131",1
"1016297","6A","13132",1
"1016341","19F","13133",1
"1016436","19F","13134",1
"1016531","19F","13135",1
"1016611","14","13136",1
"1016721","19F","13137",1
"1016868","6B","13138",1
"1016975","9V","13139",1
"1017014","23A","13140",1
"1017016","23F","13140",1
"1017111","23F","13141",1
"1017193","19A","13142",1
"1017343","6B","13143",1
"1017383","19A","13144",1
"1017533","6B","13145",1
"1017573","19A","13146",1
"1017656","14","13147",1
"1017748","12B","13148",1
"1017749","12F","13148",1
"1017802","38","13148",1
"1017898","39","13149",1
"1017948","17F","13150",1
"1018058","22F","13152",1
"1018198","6B","13153",1
"1018231","16F","13161",1
"1018356","3","13162",1
"1018482","6A","13163",1
"1018501","11A","13164",1
"1018608","15B/C","13165",1
"1018713","19A","13166",1
"1018811","19F","13167",1
"1018958","6B","13168",1
"1018988","15B/C","13169",1
"1019125","34","13170",1
"1019242","6A","13171",1
"1019296","23F","13172",1
"1019410","34","13173",1
"1019505","34","13174",1
"1019601","35A","13175",1
"1019659","18A","13176",1
"1019748","15B/C","13177",1
"1019876","3","13178",1
"1019976","33B","13180",1
"1020055","23B","13181",1
"1020193","6B","13182",1
"1020289","6C/D","13183",1
"1020331","19F","13184",1
"1020423","19A","13185",1
"1020549","33F","13186",1
"1020637","31","13187",1
"1020770","7F","13188",1
"1020839","35F","13189",1
"1020911","23F","13190",1
"1020993","19A","13191",1
"1021144","6C/D","13192",1
"1021161","11A","13193",1
"1021264","12F","13194",1
"1021383","22F","13195",1
"1021478","22F","13196",1
"1021624","7B/C","13198",1
"1021632","10A","13199",1
"1021806","5","13200",1
"1021838","15B/C","13205",1
"1021976","35A","13206",1
"1022104","9N","13211",1
"1022111","11A","13222",1
"1022283","6B","13223",1
"1022384","7B/C","13224",1
"1022474","6C/D","13225",1
"1022521","21","13226",1
"1022611","19F","13227",1
"1022715","23B","13228",1
"1022788","15B/C","13229",1
"1022947","6A","13230",1
"1023044","6C/D","13231",1
"1023083","19A","13232",1
"1023181","19F","13233",1
"1023339","9N","13234",1
"1023434","9N","13235",1
"1023473","22F","13236",1
"1023624","9N","13237",1
"1023719","9N","13238",1
"1023743","17F","13239",1
"1023876","35A","13241",1
"1023949","23A","13242",1
"1024089","6C/D","13243",1
"1024190","7F","13244",1
"1024216","16F","13245",1
"1024296","11A","13246",1
"1024424","23A","13247",1
"1024508","19A","13248",1
"1024589","12F","13249",1
"1024764","9N","13250",1
"1024770","10F","13251",1
"1024898","22F","13252",1
"1024961","11A","13253",1
"1025068","15B/C","13254",1
"1025207","35B","13255",1
"1025258","15B/C","13256",1
"1025341","11A","13257",1
"1025492","35B","13258",1
"1025577","31","13259",1
"1025638","15B/C","13261",1
"1025732","15A","13262",1
"1025858","28A","13263",1
"1025922","15A","13264",1
"1026028","19A","13265",1
"1026126","19F","13266",1
"1026228","22F","13280",1
"1026323","22F","13281",1
"1026397","15A","13282",1
"1026501","18C","13283",1
"1026661","8","13284",1
"1026693","19A","13285",1
"1026822","35B","13287",1
"1026917","35B","13288",1
"1026989","23A","13289",1
"1027073","19A","13290",1
"1027202","35B","13291",1
"1027266","19F","13292",1
"1027361","19F","13293",1
"1027456","19F","13294",1
"1027560","23B","13295",1
"1027705","7F","13296",1
"1027716","11A","13297",1
"1027843","22F","13299",1
"1027995","9V","13309",1
"1028046","3","13310",1
"1028107","15A","13311",1
"1028226","23F","13312",1
"1028282","10A","13313",1
"1028391","14","13314",1
"1028486","14","13315",1
"1028567","10A","13316",1
"1028699","23A","13317",1
"1028839","6C/D","13318",1
"1028909","33F","13319",1
"1029004","33F","13320",1
"1029123","6B","13321",1
"1029150","13","13322",1
"1029294","35F","13323",1
"1029369","24F","13324",1
"1029511","8","13325",1
"1029604","7B/C","13332",1
"1029699","7B/C","13333",1
"1029756","3","13352",1
"1029839","23A","13353",1
"1029986","8","13354",1
"1030021","19F","13355",1
"1030116","19F","13356",1
"1030208","19A","13357",1
"1030357","6A","13358",1
"1030386","14","13359",1
"1030496","19F","13360",1
"1030642","6A","13361",1
"1030656","1","13362",1
"1030778","19A","13363",1
"1030876","19F","13364",1
"1030956","14","13365",1
"1031127","9A","13366",1
"1031213","6B","13367",1
"1031256","19F","13368",1
"1031351","19F","13369",1
"1031431","14","13370",1
"1031593","6B","13371",1
"1031664","33F","13372",1
"1031731","19F","13373",1
"1031826","19F","13376",1
"1031921","19F","13377",1
"1032036","3","13379",1
"1032164","6C/D","13380",1
"1032259","6C/D","13381",1
"1032352","6A","13383",1
"1032406","23F","13384",1
"1032491","19F","13385",1
"1032557","10A","13386",1
"1032701","3","13387",1
"1032784","23A","13398",1
"1032929","7B/C","13406",1
"1032999","35F","13407",1
"1033066","21","13408",1
"1033151","18C","13409",1
"1033286","37","13411",1
"1033381","37","13412",1
"1033494","6C/D","13413",1
"1033545","23B","13414",1
"1033644","24F","13415",1
"1033733","22F","13416",1
"1033830","23B","13417",1
"1033921","21","13419",1
"1034011","19F","13420",1
"1034099","18A","13422",1
"1034182","12A","13423",1
"1034293","19A","13424",1
"1034362","10A","13426",1
"1034472","15A","13427",1
"1034590","23B","13428",1
"1034689","24F","13429",1
"1034800","34","13430",1
"1034875","23B","13432",1
"1034951","16F","13433",1
"1035061","21","13434",1
"1035138","15B/C","13435",1
"1035299","6C/D","13436",1
"1035374","35F","13437",1
"1035411","11A","13438",1
"1035536","21","13439",1
"1035645","29","13441",1
"1035740","29","13442",1
"1035845","34","13443",1
"1035882","10A","13444",1
"1035977","10A","13446",1
"1036108","22F","13447",1
"1036249","6C/D","13448",1
"1036299","23A","13449",1
"1036415","34","13450",1
"1036491","23F","13451",1
"1036605","34","13452",1
"1036654","12F","13456",1
"1036824","7B/C","13457",1
"1036914","6C/D","13479",1
"1036942","15A","13480",1
"1037037","15A","13481",1
"1037153","22F","13482",1
"1037299","7B/C","13483",1
"1037345","23B","13484",1
"1037418","15B/C","13485",1
"1037512","15A","13486",1
"1037649","33F","13487",1
"1037716","19F","13488",1
"1037808","19A","13489",1
"1037934","33F","13490",1
"1038029","33F","13491",1
"1038124","33F","13492",1
"1038219","33F","13493",1
"1038350","9V","13494",1
"1038445","9V","13495",1
"1038507","35B","13496",1
"1038602","35B","13497",1
"1038666","19F","13498",1
"1038781","3","13499",1
"1038909","6C/D","13500",1
"1038960","23B","13501",1
"1039055","23B","13502",1
"1039128","15B/C","13503",1
"1039223","15B/C","13504",1
"1039318","15B/C","13505",1
"1039489","9N","13506",1
"1039526","21","13507",1
"1039616","19F","13508",1
"1039742","35B","13509",1
"1039858","6B","13510",1
"1039893","17F","13512",1
"1039979","12F","13513",1
"1040091","19F","13514",1
"1040161","11A","13515",1
"1040302","31","13516",1
"1040362","15A","13517",1
"1040471","19F","13518",1
"1040556","16F","13519",1
"1040690","34","13520",1
"1040766","23F","13522",1
"1040851","19F","13524",1
"1040946","19F","13525",1
"1041041","19F","13526",1
"1041136","19F","13528",1
"1041241","23F","13529",1
"1041318","17F","13530",1
"1041431","23F","13532",1
"1041501","14","13533",1
"1041596","14","13535",1
"1041706","19F","13536",1
"1041851","5","13538",1
"1041896","19F","13539",1
"1041991","19F","13540",1
"1042071","14","13542",1
"1042194","24F","13543",1
"1042307","35B","13544",1
"1042404","35F","13548",1
"1042474","23A","13549",1
"1042547","15A","13552",1
"1042653","19A","13554",1
"1042804","6C/D","13555",1
"1042899","6C/D","13556",1
"1042928","15B/C","13557",1
"1043089","6C/D","13558",1
"1043139","23A","13559",1
"1043209","12F","13560",1
"1043341","3","13561",1
"1043423","22F","13562",1
"1043539","33F","13563",1
"1043603","19A","13564",1
"1043706","21","13565",1
"1043816","3","13566",1
"1043945","6E","13569",1
"1044021","37","13570",1
"1044066","14","13571",1
"1044227","6A","13572",1
"1044291","3","13574",1
"1044376","23F","13575",1
"1044499","4","13576",1
"1044607","6A","13577",1
"1044653","2","13578",1
"1044767","31","13579",1
"1044812","10A","13580",1
"1044945","23B","13581",1
"1045084","6C/D","13582",1
"1045112","15A","13583",1
"1045208","15B/C","13584",1
"1045301","14","13585",1
"1045396","14","13586",1
"1045559","6C/D","13587",1
"1045653","6B","13588",1
"1045693","19A","13589",1
"1045843","6B","13591",1
"1045857","10A","13592",1
"1046033","6B","13593",1
"1046063","15B/C","13594",1
"1046147","11B","13596",1
"1046326","8","13597",1
"1046421","8","13598",1
"1046516","8","13599",1
"1046534","12F","13600",1
"1046677","35B","13602",1
"1046741","19F","13603",1
"1046836","19F","13605",1
"1046931","19F","13606",1
"1047057","35B","13607",1
"1047129","23A","13608",1
"1047202","15A","13609",1
"1047371","8","13610",1
"1047458","6B","13611",1
"1047472","10A","13612",1
"1047649","6C/D","13614",1
"1047701","23F","13615",1
"1047838","6B","13616",1
"1047887","22A","13617",1
"1047966","16F","13618",1
"1048123","6B","13619",1
"1048219","6C/D","13620",1
"1048247","15A","13621",1
"1048365","23B","13622",1
"1048511","8","13623",1
"1048543","19A","13624",1
"1048624","12F","13625",1
"1048799","9N","13626",1
"1048831","19F","13627",1
"1048912","15A","13628",1
"1048996","11A","13629",1
"1049147","35B","13630",1
"1049219","23A","13631",1
"1049291","14","13632",1
"1049461","8","13633",1
"1049516","3","13634",1
"1049611","3","13635",1
"1049706","3","13636",1
"1049801","3","13637",1
